NIF,Razón social,Comunidad,Provincia,Localidad,Último año con cuentas,Tipos de cuentas,Sector Infocif,Estado
B06329296,ALIMENTACION Y SUPERMERCADOS VIRAL SL,Extremadura,Badajoz,Badajoz,0,,,-
B06649016,ALIMENTACIONASENCIO MAYOR SL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10500957,ALIMENTACIONES DECOMAR SL,Extremadura,Cáceres,Cáceres,0,,Bebidas y otros productos para el consumo,-
B10421634,ALIMENTARIA COSTA E HIJOS SL,Extremadura,Cáceres,Cáceres,0,Individuales,Bebidas y otros productos para el consumo,-
B06386460,ALIMENTEX COMERCIALIZADORA IBERICA DE ALIMENTOS SL,Extremadura,Badajoz,Talavera la Real,0,,Bebidas y otros productos para el consumo,-
B10149490,ALIMENTOS CACEREÑOS ESPADA SL,Extremadura,Cáceres,Cáceres,0,,,-
B06288781,ALIMENTOS CARNICOS DE EXTREMADURA SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,,-
B06621023,ALIMENTOS CONGELADOS EXTREMADURA SLL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,Productos alimenticios / Parafarmacia,-
B10464501,ALIMENTOS DENOMINACION DE EXTREMADURA SL,Extremadura,Cáceres,Cáceres,0,,Bebidas y otros productos para el consumo,-
V06575377,ALIMENTOS ECOLOGICOS DE EXTREMADURA AIE,Extremadura,Badajoz,Mérida,0,,,-
B06185532,ALIMENTOS ESPAÑOLES ALSAT SL,Extremadura,Badajoz,Don Benito,2019,"Individuales, Consolidadas",Productos alimenticios / Parafarmacia,-
B06411524,ALIMENTOS SANCHEZ BRIZ SL,Extremadura,Badajoz,Don Benito,0,Individuales,Transporte terrestre,-
A06163851,ALIMENTOS SEGUNDA TRANSFORMACION DE EXTREMADURA SA,Extremadura,Badajoz,Badajoz,2019,Individuales,Productos alimenticios / Parafarmacia,-
B06028328,ALIMENTOS Y CONFITURAS SL,Extremadura,Badajoz,Talarrubias,2015,Individuales,,-
B10417152,ALIPA REPRESENTACIONES SL,Extremadura,Cáceres,Plasencia,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06298749,ALIRA CONSULTORES SL,Extremadura,Badajoz,Badajoz,0,,,-
B06189484,ALIRIVER SL,Extremadura,Badajoz,Badajoz,0,,,-
B06554513,ALIROCAS SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agricultura, ganadería y pesca",-
B06287502,ALISEDA DE INVERSIONES SL,Extremadura,Badajoz,Badajoz,0,,,-
B10336089,ALISERO GESTION SL,Extremadura,Cáceres,Coria,0,,Consultoría empresarial y otros,-
B06514194,ALISSO XTREMA CORPORACION INDUSTRIAL SL,Extremadura,Badajoz,Zafra,0,,Minoristas (excepto alimentos y medicamentos),-
B06455133,ALITIBA SL,Extremadura,Badajoz,Zafra,0,,Minoristas (excepto alimentos y medicamentos),-
B06451223,ALITOR AU 2005 SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B10343176,ALITRANS 2007 SL,Extremadura,Cáceres,Trujillo,0,,Bebidas y otros productos para el consumo,-
B06675441,ALIUS TRADING 2015 SL,Extremadura,Badajoz,Don Benito,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10443083,ALIVES ALISEDA SL,Extremadura,Cáceres,Aliseda,0,Individuales,Productos y actividades relacionados con ocio y cultura,-
B06514467,ALIZAFRA SL,Extremadura,Badajoz,Zafra,0,,Minoristas de alimentos / medicamentos,-
B10344802,ALJIBE DE MARTA SL,Extremadura,Cáceres,Cáceres,0,,,-
B82745738,ALJOMAN HOSTELERIA SL,Extremadura,Cáceres,Cáceres,0,,,-
B06665285,ALJORSIL 3 SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Ropa / textiles,-
B10175362,ALKACIRES SL,Extremadura,Cáceres,Cáceres,0,,,-
B10460996,ALKARIKA REAL ESTATE SL,Extremadura,Cáceres,Coria,0,Individuales,Inmobiliarias y similares,-
B06486641,ALKICAR EXTREMADURA SL,Extremadura,Badajoz,Mérida,0,,Automotor,-
B10307726,ALLOSA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B27840016,ALMA CC MEDIACION DE SEGUROS SL,Extremadura,Badajoz,Mérida,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06688451,ALMA DE TORO SL,Extremadura,Badajoz,Mérida,0,,Construcción y Desarrollo,-
B10475275,ALMA DEL SABOR SL,Extremadura,Cáceres,Cáceres,0,,SERVICO DE COMIDA,-
B06693352,ALMA MATERS SHOES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Ropa / textiles,-
B10492585,ALMACEN ANGEL PEREZ E HIJOS SL,Extremadura,Cáceres,Cilleros,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06258040,ALMACEN DE BEBIDAS FELIPE SL,Extremadura,Badajoz,Monesterio,0,Individuales,,-
B10395333,ALMACEN DE BEBIDAS MAVICA SL,Extremadura,Cáceres,Plasencia,0,,SERVICO DE COMIDA,-
B06242077,ALMACEN DE BEBIDAS ROAN SL,Extremadura,Badajoz,Olivenza,0,Individuales,,-
B10340750,ALMACEN DE CONSTRUCCION DIEGO SANCHEZ SL,Extremadura,Cáceres,Cáceres,0,,,-
A06255988,ALMACEN DE DISTRIBUCION SAN DIEGO DE ALCALA SA,Extremadura,Badajoz,Fuente del Maestre,0,Individuales,,-
B06304646,ALMACEN DE LICORES ZAFRA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06460646,ALMACEN DE MADERAS MORALES SL,Extremadura,Badajoz,Mérida,0,Individuales,Industria maderera,-
B10131647,ALMACEN DE MATERIALES ASA SL,Extremadura,Cáceres,Cáceres,0,,,-
B06421853,ALMACEN DE MATERIALES LOS EXTREMEÑOS SL,Extremadura,Badajoz,Arroyo de San Serván,0,,Minoristas (excepto alimentos y medicamentos),-
B10136810,ALMACEN DE MUEBLES FRANCISCO LOPEZ SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06238091,ALMACEN DISTRIBUIDOR MAHUGO SL,Extremadura,Badajoz,Badajoz,0,,,-
B10419646,ALMACEN Y DISTRIBUCION DE BEBIDAS CHANO SL,Extremadura,Cáceres,Cañamero,0,Individuales,Bebidas y otros productos para el consumo,-
B06393177,ALMACEN Y DISTRIBUCION ELECA SL,Extremadura,Badajoz,Badajoz,0,,Bebidas y otros productos para el consumo,-
B06237317,ALMACENAJE DISTRIBUCION Y TRANSPORTES JACINTO SL,Extremadura,Badajoz,Badajoz,0,,,-
B06046122,ALMACENAJE SERVICIOS Y TRANSPORTES SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06543854,ALIMENTACION GRAJERA TRIVIÑO SL,Extremadura,Badajoz,Castuera,0,,Bebidas y otros productos para el consumo,-
B06159800,ALIMENTACION HERMANOS PECERO SANCHEZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06613889,ALIMENTACION HERNANDEZ GARCIA SL,Extremadura,Badajoz,Quintana de la Serena,0,Individuales,Equipos y servicios comerciales,-
B06308126,ALIMENTACION HIJAS DE RITA SL,Extremadura,Badajoz,Fuente del Maestre,0,Individuales,,-
B06186555,ALIMENTACION HORNACHOS SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06113815,ALIMENTACION HURTADO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06402457,ALIMENTACION JAMILEMA SL,Extremadura,Badajoz,Alburquerque,0,Individuales,Minoristas de alimentos / medicamentos,-
B06717318,ALIMENTACION JORALUVI 91 SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Minoristas de alimentos / medicamentos,-
B06348965,ALIMENTACION JUMA SLL,Extremadura,Badajoz,Quintana de la Serena,0,Individuales,,-
B06203723,ALIMENTACION LA ALBUERA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B10395358,ALIMENTACION LATERAL SL,Extremadura,Cáceres,Plasencia,0,,Bebidas y otros productos para el consumo,-
B10475523,ALIMENTACION LEAL CHANCLON SL,Extremadura,Cáceres,Alcuéscar,0,Individuales,Bebidas y otros productos para el consumo,-
B10494359,ALIMENTACION LUGALU PLASENCIA SL,Extremadura,Cáceres,Plasencia,0,Individuales,Minoristas de alimentos / medicamentos,-
B06608327,ALIMENTACION LUQUE LEON SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,Minoristas de alimentos / medicamentos,-
B10442721,ALIMENTACION MADALBA SL,Extremadura,Cáceres,Plasencia,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06398549,ALIMENTACION MAGA SLL,Extremadura,Badajoz,Cabeza del Buey,0,,,-
B06693709,ALIMENTACION MALDONADO CASTEJON SL,Extremadura,Badajoz,"Coronada, La",0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10448710,ALIMENTACION MALPARTIDA SL,Extremadura,Cáceres,Malpartida de Cáceres,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10400307,ALIMENTACION MANALLA SL,Extremadura,Cáceres,Valverde del Fresno,0,Individuales,Equipos y servicios comerciales,-
B10166296,ALIMENTACION MARUCHI SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10136596,ALIMENTACION MAYCAL SL,Extremadura,Cáceres,Cáceres,0,,,-
B87847133,ALIMENTACION MAYOR IMPORT EXPORT SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Bebidas y otros productos para el consumo,-
B10378347,ALIMENTACION MONTECHICO SL,Extremadura,Cáceres,Navaconcejo,0,,Minoristas de alimentos / medicamentos,-
B06287684,ALIMENTACION MONTSE Y PETRI SL,Extremadura,Badajoz,Badajoz,0,,,-
B06488464,ALIMENTACION MORENO SALGADO SLL,Extremadura,Badajoz,Cabeza del Buey,0,,Productos alimenticios / Parafarmacia,-
B06362743,ALIMENTACION MORO PANTOJA SL,Extremadura,Badajoz,Badajoz,0,,,-
B10454643,ALIMENTACION NAY Y NADI SL,Extremadura,Cáceres,Valverde del Fresno,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10384972,ALIMENTACION PEREZ-CALVARRO SL,Extremadura,Cáceres,Torrecilla de los Ángeles,0,,Bebidas y otros productos para el consumo,-
B06324750,ALIMENTACION PINTADO SL,Extremadura,Badajoz,Hornachos,0,Individuales,,-
B06714679,ALIMENTACION REDONDO GARCIA SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,Minoristas de alimentos / medicamentos,-
B06438360,ALIMENTACION RIBER SL,Extremadura,Badajoz,Berlanga,0,Individuales,"Agricultura, ganadería y pesca",-
B06628853,ALIMENTACION RUBIO SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B10316362,ALIMENTACION RUIZ NUÑEZ SL,Extremadura,Cáceres,Cáceres,0,,Minoristas (excepto alimentos y medicamentos),-
B10491728,ALIMENTACION SANCHO JUAREZ SL,Extremadura,Cáceres,Losar de la Vera,0,Individuales,Minoristas de alimentos / medicamentos,-
B06296131,ALIMENTACION SANTOS Y DELGADO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
A06015184,ALIMENTACION SERRANO SA,Extremadura,Badajoz,Badajoz,0,,,-
B06740997,ALIMENTACION SERVIPAN SL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06669931,ALIMENTACION SUAREZ DIAZ SL,Extremadura,Badajoz,Bienvenida,0,Individuales,Productos alimenticios / Parafarmacia,-
B10024834,ALIMENTACION TELLEZ SL,Extremadura,Cáceres,Moraleja,0,,,-
B06661953,ALIMENTACION TERRONES MACIAS SL,Extremadura,Badajoz,Villagonzalo,0,Individuales,Minoristas de alimentos / medicamentos,-
B06659676,ALIMENTACION TOPILA SL,Extremadura,Badajoz,Mérida,0,,Inmobiliarias y similares,-
B06405369,ALIMENTACION VALVERDE DE LEGANES SL,Extremadura,Badajoz,Valverde de Leganés,0,,,-
B06639256,ALIMENTACION VELASCO CABRERA SL,Extremadura,Badajoz,Castuera,0,,Minoristas (excepto alimentos y medicamentos),-
B06537351,ALIMENTACION Y BEBIDAS ZAFRA SLL,Extremadura,Badajoz,Zafra,0,,Bebidas y otros productos para el consumo,-
B06438717,ALIMENTACION Y DECORACIONES CABELLO SL,Extremadura,Badajoz,Siruela,0,Individuales,Minoristas de alimentos / medicamentos,-
B10438018,ALIMENTACION Y SERVICIOS DEL JUNQUILLO SL,Extremadura,Cáceres,Cáceres,0,Individuales,SERVICO DE COMIDA,-
B06329296,ALIMENTACION Y SUPERMERCADOS VIRAL SL,Extremadura,Badajoz,Badajoz,0,,,-
B06649016,ALIMENTACIONASENCIO MAYOR SL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10500957,ALIMENTACIONES DECOMAR SL,Extremadura,Cáceres,Cáceres,0,,Bebidas y otros productos para el consumo,-
B10421634,ALIMENTARIA COSTA E HIJOS SL,Extremadura,Cáceres,Cáceres,0,Individuales,Bebidas y otros productos para el consumo,-
B06386460,ALIMENTEX COMERCIALIZADORA IBERICA DE ALIMENTOS SL,Extremadura,Badajoz,Talavera la Real,0,,Bebidas y otros productos para el consumo,-
B10149490,ALIMENTOS CACEREÑOS ESPADA SL,Extremadura,Cáceres,Cáceres,0,,,-
B06288781,ALIMENTOS CARNICOS DE EXTREMADURA SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,,-
B06621023,ALIMENTOS CONGELADOS EXTREMADURA SLL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,Productos alimenticios / Parafarmacia,-
B10464501,ALIMENTOS DENOMINACION DE EXTREMADURA SL,Extremadura,Cáceres,Cáceres,0,,Bebidas y otros productos para el consumo,-
V06575377,ALIMENTOS ECOLOGICOS DE EXTREMADURA AIE,Extremadura,Badajoz,Mérida,0,,,-
B06185532,ALIMENTOS ESPAÑOLES ALSAT SL,Extremadura,Badajoz,Don Benito,2019,"Individuales, Consolidadas",Productos alimenticios / Parafarmacia,-
B06411524,ALIMENTOS SANCHEZ BRIZ SL,Extremadura,Badajoz,Don Benito,0,Individuales,Transporte terrestre,-
A06163851,ALIMENTOS SEGUNDA TRANSFORMACION DE EXTREMADURA SA,Extremadura,Badajoz,Badajoz,2019,Individuales,Productos alimenticios / Parafarmacia,-
B06028328,ALIMENTOS Y CONFITURAS SL,Extremadura,Badajoz,Talarrubias,2015,Individuales,,-
B10417152,ALIPA REPRESENTACIONES SL,Extremadura,Cáceres,Plasencia,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06298749,ALIRA CONSULTORES SL,Extremadura,Badajoz,Badajoz,0,,,-
B06189484,ALIRIVER SL,Extremadura,Badajoz,Badajoz,0,,,-
B06554513,ALIROCAS SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agricultura, ganadería y pesca",-
B06287502,ALISEDA DE INVERSIONES SL,Extremadura,Badajoz,Badajoz,0,,,-
B10336089,ALISERO GESTION SL,Extremadura,Cáceres,Coria,0,,Consultoría empresarial y otros,-
B06514194,ALISSO XTREMA CORPORACION INDUSTRIAL SL,Extremadura,Badajoz,Zafra,0,,Minoristas (excepto alimentos y medicamentos),-
B06455133,ALITIBA SL,Extremadura,Badajoz,Zafra,0,,Minoristas (excepto alimentos y medicamentos),-
B06451223,ALITOR AU 2005 SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B10343176,ALITRANS 2007 SL,Extremadura,Cáceres,Trujillo,0,,Bebidas y otros productos para el consumo,-
B06675441,ALIUS TRADING 2015 SL,Extremadura,Badajoz,Don Benito,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10443083,ALIVES ALISEDA SL,Extremadura,Cáceres,Aliseda,0,Individuales,Productos y actividades relacionados con ocio y cultura,-
B06514467,ALIZAFRA SL,Extremadura,Badajoz,Zafra,0,,Minoristas de alimentos / medicamentos,-
B10344802,ALJIBE DE MARTA SL,Extremadura,Cáceres,Cáceres,0,,,-
B82745738,ALJOMAN HOSTELERIA SL,Extremadura,Cáceres,Cáceres,0,,,-
B06665285,ALJORSIL 3 SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Ropa / textiles,-
B10175362,ALKACIRES SL,Extremadura,Cáceres,Cáceres,0,,,-
B10460996,ALKARIKA REAL ESTATE SL,Extremadura,Cáceres,Coria,0,Individuales,Inmobiliarias y similares,-
B06486641,ALKICAR EXTREMADURA SL,Extremadura,Badajoz,Mérida,0,,Automotor,-
B10307726,ALLOSA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B27840016,ALMA CC MEDIACION DE SEGUROS SL,Extremadura,Badajoz,Mérida,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06688451,ALMA DE TORO SL,Extremadura,Badajoz,Mérida,0,,Construcción y Desarrollo,-
B10475275,ALMA DEL SABOR SL,Extremadura,Cáceres,Cáceres,0,,SERVICO DE COMIDA,-
B06693352,ALMA MATERS SHOES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Ropa / textiles,-
B10492585,ALMACEN ANGEL PEREZ E HIJOS SL,Extremadura,Cáceres,Cilleros,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06258040,ALMACEN DE BEBIDAS FELIPE SL,Extremadura,Badajoz,Monesterio,0,Individuales,,-
B10395333,ALMACEN DE BEBIDAS MAVICA SL,Extremadura,Cáceres,Plasencia,0,,SERVICO DE COMIDA,-
B06242077,ALMACEN DE BEBIDAS ROAN SL,Extremadura,Badajoz,Olivenza,0,Individuales,,-
B10340750,ALMACEN DE CONSTRUCCION DIEGO SANCHEZ SL,Extremadura,Cáceres,Cáceres,0,,,-
A06255988,ALMACEN DE DISTRIBUCION SAN DIEGO DE ALCALA SA,Extremadura,Badajoz,Fuente del Maestre,0,Individuales,,-
B06304646,ALMACEN DE LICORES ZAFRA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06460646,ALMACEN DE MADERAS MORALES SL,Extremadura,Badajoz,Mérida,0,Individuales,Industria maderera,-
B10131647,ALMACEN DE MATERIALES ASA SL,Extremadura,Cáceres,Cáceres,0,,,-
B06421853,ALMACEN DE MATERIALES LOS EXTREMEÑOS SL,Extremadura,Badajoz,Arroyo de San Serván,0,,Minoristas (excepto alimentos y medicamentos),-
B10136810,ALMACEN DE MUEBLES FRANCISCO LOPEZ SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06238091,ALMACEN DISTRIBUIDOR MAHUGO SL,Extremadura,Badajoz,Badajoz,0,,,-
B10419646,ALMACEN Y DISTRIBUCION DE BEBIDAS CHANO SL,Extremadura,Cáceres,Cañamero,0,Individuales,Bebidas y otros productos para el consumo,-
B06393177,ALMACEN Y DISTRIBUCION ELECA SL,Extremadura,Badajoz,Badajoz,0,,Bebidas y otros productos para el consumo,-
B06237317,ALMACENAJE DISTRIBUCION Y TRANSPORTES JACINTO SL,Extremadura,Badajoz,Badajoz,0,,,-
B06046122,ALMACENAJE SERVICIOS Y TRANSPORTES SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06477145,ALMENDRALEJO TLEX SL,Extremadura,Badajoz,Villanueva de la Serena,0,,Radio y Televisión,-
A06581888,ALMENDRAS DE EXTREMADURA SA,Extremadura,Badajoz,Feria,0,Individuales,Minoristas de alimentos / medicamentos,-
B54901954,ALMENDRAS DEL GUADIANA SL,Extremadura,Badajoz,Olivenza,0,Individuales,Inmobiliarias y similares,-
B06712848,ALMENDRAS DEL OESTE SL,Extremadura,Badajoz,Castuera,0,Individuales,Productos alimenticios / Parafarmacia,-
B06684690,ALMENDRO FRANCO SL,Extremadura,Badajoz,"Zarza, La",0,Individuales,"Agricultura, ganadería y pesca",-
B06532428,ALMODOVAR Y DE JORGE ARQUITECTOS SLP,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,Consultoría empresarial y otros,-
B06372429,ALMOFARIZ SL,Extremadura,Badajoz,Badajoz,0,,,-
B06432850,ALMOLAMA PROMOCIONES Y CONSTRUCCIONES SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,Inmobiliarias y similares,-
B06565659,ALMONA 7 SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06498786,ALMONEDA QUERCUS SL,Extremadura,Badajoz,Montijo,0,,Minoristas (excepto alimentos y medicamentos),-
B06483457,ALMONFAR SL,Extremadura,Badajoz,Badajoz,0,,Productos y actividades relacionados con ocio y cultura,-
B06415749,ALMORGAS SL,Extremadura,Badajoz,Mérida,0,,Construcción y Desarrollo,-
B06570360,ALMOSSA IMPRESORES SL,Extremadura,Badajoz,Badajoz,0,,Edición y publicación,-
B06314389,ALMOSSASA TECNOLOGIES SL,Extremadura,Badajoz,Badajoz,0,,,-
B06534085,ALMOYSAN 08 SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,Inmobiliarias y similares,-
B06339196,ALMOZAVI CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA SL,Extremadura,Badajoz,Badajoz,0,,,-
B10227379,ALMYTRANS 2000 SL,Extremadura,Cáceres,Madroñera,0,,,-
B06558688,ALOFER INMUEBLES MONTIJO SL,Extremadura,Badajoz,Montijo,0,,Inmobiliarias y similares,-
B06743132,ALOHA GROUP BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,,Alojamiento y casinos,-
B06717789,ALOHA NETWORKS PROVIDER SL,Extremadura,Badajoz,Mérida,0,Individuales,Cable y televisión por satélite,-
B10304483,ALOJAMIENTO Y TURISMO RURAL BEATRIZ SL,Extremadura,Cáceres,Torrecillas de la Tiesa,0,Individuales,SERVICO DE COMIDA,-
B06518450,ALOJAMIENTOS CIBERNETICOS SL,Extremadura,Badajoz,Badajoz,0,,Acero,-
B06593602,ALOJAMIENTOS ECONOMICOS DEL SUROESTE SL,Extremadura,Badajoz,Badajoz,0,,Intermediarios financieros,-
B10475861,ALOJAMIENTOS EN CACERES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Inmobiliarias y similares,-
B06476915,ALOJAMIENTOS EXTREMEÑOS BALZAC SL,Extremadura,Badajoz,Olivenza,0,,Inmobiliarias y similares,-
B06601462,ALOJAMIENTOS RURALES DEL OESTE SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B10474146,ALOJAMIENTOS Y SERVICIOS ASISTENCIALES SL,Extremadura,Cáceres,Casar de Cáceres,0,,Alojamiento y casinos,-
B10459220,ALOMA GESTION SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B06565063,ALOMPOGO SL,Extremadura,Badajoz,Badajoz,0,Individuales,Construcción y Desarrollo,-
B06668750,ALONSO & CONDIÑO SL,Extremadura,Badajoz,Olivenza,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B10414233,ALONSO BORRALLO SL,Extremadura,Cáceres,Plasencia,0,,Inmobiliarias y similares,-
B06270250,ALONSO CERRATO GONZALEZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
A06116917,ALONSO DOMINGUEZ SA,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B10311355,ALONSO DUARTE SL,Extremadura,Cáceres,Hervás,0,,,-
B10250298,ALONSO FONCAL SL,Extremadura,Cáceres,Logrosán,0,Individuales,,-
B10042026,ALONSO JIMENEZ SL,Extremadura,Cáceres,Plasencia,0,,,-
A06444533,ALONSO MAQUINARIA DON BENITO SA,Extremadura,Badajoz,Don Benito,2019,Individuales,Automotor,-
B10253466,ALONSO MARTINEZ CONSULTING LEGAL SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06679583,ALONSO SANCHEZ ASESORES SL,Extremadura,Badajoz,Badajoz,0,,"Agentes, Comerciantes y Casas de inversión",-
B06410641,ALONSO SANCHEZ NEGOCIOS SL,Extremadura,Badajoz,Badajoz,0,,Seguros,-
B10250249,ALONSO SAVINOS SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10057891,ALONSO Y GALAN PANADEROS SL,Extremadura,Cáceres,Cáceres,0,,,-
A06631717,ALONSO Y TINOCO ABOGADOS SOCIEDAD CIVIL PROFESIONAL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B06012397,ALONSO Y TORRES SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06562417,ALORA 2009 SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06482699,ALPA PROYECTOS INMOBILIARIOS SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06584288,ALPALLON SL,Extremadura,Badajoz,Badajoz,0,,"Agricultura, ganadería y pesca",-
B06691679,ALPEX AGRO SL,Extremadura,Badajoz,Santa Amalia,0,Individuales,Inmobiliarias y similares,-
B10327690,ALPHA COMPETITION EUROPA SL,Extremadura,Cáceres,Cáceres,0,,,-
B06616122,ALPHA IBERICA DE INGENIERIA SL,Extremadura,Badajoz,Badajoz,0,,Construcción y Desarrollo,-
B06741359,ALPHA TRADING JUICE&FOOD SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Minoristas de alimentos / medicamentos,-
B10385128,ALPI CAPITAL SL,Extremadura,Cáceres,Cáceres,0,,Inmobiliarias y similares,-
B10432839,ALPICO Y PALA CONSTRUCCIONES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Inmobiliarias y similares,-
B10470680,ALPOTREQUE NORTE SL,Extremadura,Cáceres,Cáceres,0,Individuales,Productos alimenticios / Parafarmacia,-
B06645030,ALPRANA UNION SL,Extremadura,Badajoz,Valdecaballeros,0,,Productos cosméticos / Higiene /Cuidado Personal,-
B10472827,ALQAZERES MOTOR SL,Extremadura,Cáceres,Plasencia,2019,Individuales,Automotor,-
B06593743,ALQUEVA CAPITAL SL,Extremadura,Badajoz,Mérida,0,Individuales,Inmobiliarias y similares,-
B06708606,ALQUEVA LOGISTICA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Transporte terrestre,-
B06678395,ALQUIBA EUROALQUILER SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B10445195,ALQUICAR RENTING EXTREMADURA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Automotor,-
B06605299,ALQUILER DE BOMBAS ROLLAN SL,Extremadura,Badajoz,Calamonte,0,Individuales,,-
B06278402,ALQUILER DE MAQUINARIA DEL SUR SL,Extremadura,Badajoz,Almendralejo,0,,,-
F06329213,ALQUILER DE MAQUINARIA LA VARA SCOOP,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06729917,ALQUILER DE MAQUINARIA MURILLO SL,Extremadura,Badajoz,Don Benito,0,Individuales,Equipos industriales,-
B35970383,ALQUILER DE MAQUINAS SERECAN SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,Construcción y Desarrollo,-
B06564231,ALQUILER DE VEHICULOS SANTA EULALIA SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Automotor,-
B10451714,ALQUILER EXTREMEÑO DE MAQUINARIA SL,Extremadura,Cáceres,Malpartida de Plasencia,0,Individuales,Equipos y servicios comerciales,-
B06269104,ALQUILER HORMIGONERA EXTREMADURA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06491005,ALQUILER HORMIGONERAS DE ALMENDRALEJO SL,Extremadura,Badajoz,Almendralejo,0,,Construcción y Desarrollo,-
B06118665,ALQUILER MAQUINARIA BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,,,-
B06707947,ALQUILER OBRAS Y SERVICIOS ALMENDRALEJO SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Construcción y Desarrollo,-
B06616460,ALQUILER OBRAS Y SERVICIOS EXTREMEÑOS SL,Extremadura,Badajoz,Almendralejo,2019,Individuales,Equipos y servicios comerciales,-
